id,posX,posY,blast_name,blast_code,value,date
49,1.36292,173.16226,Xanthoparmelia Lichen,1FP3YR3HyBULkS6c6SHGWHDHMZv8uJwY6,68.46,11/08/2023
50,5.242598,-75.781831,American Anzia Lichen,1C9TbFZsZjs5PpVyKiohhrU6yDX8e5etLS,87.19,07/05/2023
51,25.130594,109.768451,Meesia Moss,1DX7GhCQrzMdUE4BVpaY9xQ2vgDCQPnT61,91.3,06/09/2023
52,51.4984999,-0.1401487,Wheeler's Blackberry,1FhowGYywopsnUSCmRYEUfWwGfJn8v3Nxy,90.87,08/17/2023
53,52.2467951,15.800102,Chinese White Poplar,16nP8626B5QrLJaAfvWH52YWA1yT3hWxGw,74.07,05/04/2023
54,6.1244023,100.3674801,Slender Phlox,14uNDqJLmyYamiqoJCYtiJactYx2bALcH7,75.63,06/20/2023
55,32.647371,35.421551,Desert Unicorn-plant,19sS2P5FkS8bprbHWG2TFe3pCdCufoigoa,51.67,07/19/2023
56,13.5543249,-7.4435441,Washington Hawthorn,1NqThC4fAGnx6L3ZMDHQwhsfXAjHvHJAo3,96.87,07/10/2023
57,-29.5917671,26.667126,Japanese Pagoda Tree,18oCEn5CECqr8EVGEq96xNZDwPck5zpyS7,88.89,02/25/2024
58,41.1241415,-8.2082378,Slippery Burr,1963taQxJJ1b7LCNgBcMHudpKSEEBAQhwL,87.77,11/24/2023
59,14.3679657,121.0504535,Hairy Skin Lichen,1MMKBwAcyKZiThGBEXTG64w4SmrXFVmY7Z,86.03,07/19/2023
60,50.3863669,13.0825375,Strawflower,1Khv7v7HakcsirUaBbPgQMnmn41D3tb4bP,72.34,08/31/2023
61,-21.8898802,-47.6455169,Hairy Lespedeza,1KpiQrRH22n8s1kCbmdxhFwnHg8gp5rtn2,76.9,04/22/2024
62,53.1210091,17.9794988,Myrtle-leaf Milkwort,1ErsfapwqGrvdnUKGV7gg5mkLC1JeAXUyd,79.56,09/12/2023
63,51.341478,34.6310084,Arizona Bristlegrass,198jbPVcUicHuS8RNb6T8PHEouQp21iKof,71.2,08/14/2023
64,34.137139,120.227624,Stork's Bill,1C3hF8R8yQhnzCUxHG2DQvNc6ocueA5xNL,54.52,04/08/2023
65,21.0078386,105.9376756,Boneset,1NJKWBJWeHPAq1xuu7B2HuxZpnRgAAvg8T,64.64,10/06/2023
66,-8.305583,116.3957812,Smith's Bulrush,1BfKtGfeVvkZQZpgnExF4TQXhz1naye7vS,92.78,05/14/2023
67,44.5007687,-80.2169047,Western Grasswort,1a9QCFKCaMM9VYiRioBRGEFjUn1Vuvsri,54.41,12/08/2023
68,35.3985584,136.8331549,Matroot Penstemon,1LK2u1gXVLLNyBmJvjUUoMeEi6URnj18HT,88.74,01/01/2024
69,9.1118027,99.2065202,Arizona Pencil Cholla,121Hmcy324EE41AWDFr99ej78CRGRJSbxf,51.6,06/07/2023
70,-0.5025568,117.1514753,Hybrid Balsam Poplar,1KcTo5y9hZXddwEWzCTD5bgUxLabjPkdBf,94.05,01/12/2024
71,-31.4561755,-64.2111608,Viburnum,1Gr6h3NekMf1CuhZZQsEvoCZRVv8q8S74,98.93,08/04/2023
72,46.4144282,37.9579616,Stinking Chamomile,17sNpcSL1G4eKcDrQG1abqYuwgRKRJeLet,52.06,04/02/2024
73,-26.6536509,28.5914696,Orange Lichen,1PSi3PTDcpmztxSPT6XwqSM26qexUQKGu7,88.05,07/29/2023
74,10.1258199,9.8358611,Lanai Islandmint,12wzDuEwwMJheAYvdqLnHq5Fyuth6PXpGy,81.48,04/26/2023
75,50.6978262,36.1738669,Pearson's Hawthorn,1GhMPQKH7csg3R1EU5EaKtGVRytDTFh8TX,91.29,07/31/2023
76,53.1595566,19.3969614,Oeder's Plagiopus Moss,188DgSDUhgKLFDmJHq1GtjHj3jzpsPCbJJ,75.36,04/11/2023
77,37.22,-121.86,Railhead Milkvetch,1EXkDVxUvo1XXPzn8HKUiRNxkDfD4v6dDr,97.37,01/19/2024
78,46.987383,123.769368,Warty Panicgrass,1P7BSkq3YGHU29fBz3ajhxzF6bANCLMJtG,58.6,01/07/2024
79,32.654079,-5.9213829,Pondweed,1ECQoqJgoMiJo1Sy3isEiVkb5XdyhXYkke,64.84,09/18/2023
80,40.7134512,22.0009405,Lecidea Lichen,1FkY9bt15AG2zmuYDmzbq89W1pagANVYuC,88.21,03/02/2024
81,27.338257,103.717465,Oriental Lady's Thumb,13Q2Z4E3zCdavKUEqStyTvqnXHrRzwLBZA,93.08,06/09/2023
82,50.7056119,13.9301748,Larkspurleaf Monkshood,12q6Y8Qd3ym2yqm8x45Kq6BhD7SchXiEsw,76.5,11/23/2023
83,38.5305761,68.5545252,Springfield's Beardgrass,1GsUGwWRRcBxx53XbsfP2rmUynRpf2h4u7,88.85,04/19/2024
84,38.304477,116.838834,Catillaria Lichen,15SfGAEMk4wBhZuUCQ6Kw7T5RfiLqrzyh2,77.13,03/06/2024
85,33.6086342,-7.632555,Woodland Hogwood,16yqWzh5Z1Esxpu3msALx1HFHsVcG2koWk,86.16,09/08/2023
86,48.7997482,2.4699259,Crown Brodiaea,1BJcb6iTgctH11zt2QbdkdfykCyoSrYBTL,89.45,10/14/2023
87,40.0072152,44.4880651,Tansy Bristle Fern,1Cyf7YWoYTezMjLwmj4A9ExV7eWw5esu4h,52.37,04/19/2023
88,43.492878,82.415548,Wheeler's Thistle,18N5YhRAedvfWNVHA2EzhjvCZGuyXU9ZyM,93.55,12/17/2023
89,-7.1364308,110.4098775,Dirinaria Lichen,1Nu9qwGCAqV8gdW52gxoTqxtY8qymhafTo,95.24,06/07/2023
90,35.8439572,136.1916906,Red Mountain Catchfly,1Ni2iX8qZFWjz9PCHDnbXdAj34EK4B5iM9,68.22,09/17/2023
91,-17.4013758,-63.8817832,Lanceleaf Blanketflower,17aQtJHvQF9CjyKDwJ6wMKNgqYR5dHFHKZ,96.1,07/21/2023
92,-7.5450262,111.6556388,Oriental Clubmoss,1ML3Ta1PpqyHjtU8pDjaKBt2ejJADPsWW5,53.66,04/02/2024
93,-2.6284683,-80.3895886,James' Clammyweed,136iFrVt6ZMwtV7jkBrDTG5cbY8vNgvDLm,57.12,06/15/2023
94,52.8568142,19.669432,St. Thomas Tree,1P1z8av57rbZiqMcxDiYUeBk1Z2zWqdcfB,53.1,03/19/2024
95,51.880525,-8.4523258,Redmargin Zephyrlily,1LZASjDMxteL737WJwvo4bWxUTkKkVRQoC,74.54,12/24/2023
96,26.893368,112.572018,Owl's-clover,1GsEhUVJnSCdV6ZXrRn7rr2wkPyPJvH5wq,74.56,09/29/2023
97,-7.0431437,111.3679689,Desert Tobacco,1KfnG9PESkLuz19tkGZ1jiUHVvW8cSHvXY,94.32,01/23/2024
98,34.542308,118.752842,Wingedseed Draba,1EQbjEnSkRzgRbfsLkkca4NULcrL1135AA,86.4,12/18/2023
99,53.3004898,-6.2634596,Purplemat,15tz6KiNeqeBhWSj4qrSnuBwqC2Xr75vcv,83.83,07/14/2023
100,25.8626983,69.1193694,Sneezeweed,13MeWbkzkDdFB3Eps6rJ8wib8fEV1vdHrA,84.17,10/31/2023
101,22.974898,113.993115,Beavertail Pricklypear,12xsZwKPRGtNDdcEvUxf3ZhTBAsmtwVU5E,50.85,08/02/2023
102,-9.9836173,124.4420073,Don Quixote's Lace,1H7krZ86LavAZ29sMErEu1aChjnvo8f2aU,95.25,11/18/2023
103,-24.314422,-46.9936142,Bryohaplocladium Moss,15B4xs3gyxA7aA4dg8XS9AA4UaPtsxJQMv,90.97,04/17/2023
104,-6.9318,111.2882,Wart Lichen,17m677uja7Hgk4JgcybNNo3XkAdKcPWfrp,83.28,02/23/2024
105,31.17495,86.812286,Prairie Ironweed,1MNAb5TQRBQwao1T3odPBkofnLptP8jf9P,73.44,04/06/2023
106,-8.2125477,113.4597505,Hall's Rush,15Gz2B5k3sUoPK623yePTctejiLKsSX9UT,70.26,04/17/2024
107,34.366396,105.567066,Simple Campion,1NJhPi8afZr8HsDBohRZRVHuUpcHvGmV7Y,51.02,06/04/2023
108,-7.7595897,110.8344302,Nuttall's Alkaligrass,1Kv49Wepu2jcCEuBLbqZfXGdkApRJ32UUu,83.47,12/11/2023
109,38.5298862,-28.5185092,Star Peak Fleabane,1NBRoZMouiwKCnYExiY7HiMR3YMUQ1n8K9,74.77,09/28/2023
110,26.11,-80.3,Largeleaf Marshpennywort,1EtfVfrNPsS7qYKtVJyUfqjQuiib7bKhJz,60.62,03/11/2024
111,48.0386685,-2.9231898,Cnidoscolus,17TzdqMZrNW3ruiiGPS2UNfGayoKGzQXmK,58.37,02/20/2024
112,20.044412,110.198286,Oysternut,1Dgj7TUZ1YucvNbcguDUWgyv18jWvxtcDB,69.6,10/26/2023
113,45.2646668,14.5795071,Mountain Big Sagebrush,18SpeLTkAXgd8danHJCCmmjJEToeprdPvE,73.11,02/27/2024
114,38.7731612,140.297972,Parry's Rabbitbrush,1MSvdrMm5ezkrfeGsSUiRhSengzKjr2cQd,89.96,07/24/2023
115,40.7322554,-8.1737805,West Indian Woodnettle,149W74pS6wvGE7EmDkkv2p3KdSjcf4Dbkt,66.32,05/12/2023
116,39.4587784,76.0001092,Hasse's Thelenella Lichen,18vK9LvgnLLJYygWKXqA2X7ZjGRR888tcN,99.56,07/18/2023
117,49.909141,19.6159543,Siskiyou False Rue Anemone,18UTCdE2aKNgxNRREEaMGhjWEbfTp19XJ7,87.7,05/18/2023
118,13.9300945,120.9522977,Waterweed,19A4rHT3NVMxjzhwaEcyP4KNd4tqbDzfM2,94.98,04/04/2024
119,53.2886387,-6.1406578,Salmon River Fleabane,16JDXvtvqWdUVrVY7EBfLVxgfZPxUZBeV,61.37,10/25/2023
120,48.8610504,2.3237084,Crambe,1FgWEM3CqDmAazUWNvmrbs1wD64eagF4W3,97.84,02/15/2024
121,54.0473494,61.7492324,Boxthorn Fiddlewood,18nVVR9VgnsXbpifmBzJr2vR6F6nLSj6Rz,79.59,10/30/2023
122,1.616009,99.2342196,European Feather Grass,1XYDAKD9K2JHwqC7PRjbSnxFKEf7tu6gB,89.98,05/01/2023
123,19.2933162,-70.2583451,Greenstem Paperflower,16HRTxH6QmFo2M9SFYxeENVHJvgSB8zeZL,50.44,07/01/2023
124,45.6138162,20.0459853,Rim Lichen,1NzKZJ6Rh9ja1K9w9zgSqSQAtckoTBegYm,68.05,06/06/2023
125,52.4506032,19.6362734,Parks' Jointweed,1NqsMNa34y3ADJDgXskuNAWbntKBY1JQ46,79.45,10/04/2023
126,63.4400274,10.4024274,St. Lawrence Bladderfern,1FLSg874hneQQEu2NQPr4sEoPZb51Vh5Q8,57.63,11/02/2023
127,61.5715454,31.4869341,Sensitive Partridge Pea,19SAsP3vQSExfcvnoWtwMwjHszzMhA3uEk,94.11,09/19/2023
128,-6.6769374,107.0244171,Hudson Bay Sedge,1BFPjkoZ3rsFWq2X9zYr3kVW1Azr2ybmFK,83.88,02/18/2024
129,6.76716,80.9435092,Trapeliopsis Lichen,1PGLNQ59gzFXRT9JgEX1yDB4bPpE1gAaqy,77.0,04/21/2024
130,39.0063718,117.6852235,Intermediate Pepperweed,1QA1hvRLMTnm1Dtqu8EHZV5qzHA8ePZQYi,63.75,01/07/2024
131,9.955498,-84.078434,Slender Amaranth,1MYsJmzf5XPCeSvvHBiLYbwyMxZRaG8QyD,53.58,11/06/2023
132,8.1325883,125.1263623,Spleenwort,16akjXigXNk7AA5AA1zAwyFcwi51C6mW8a,76.9,07/16/2023
133,48.8295482,107.0468263,Florida Lady's Tresses,13S93qhaEQEo3x4YJuZz8J7UshvVcf2aXH,64.68,04/04/2024
134,34.2456501,108.9877602,Nettle,1PTvgqAX5WXR3ezt1KjUnU32TmPth8dADh,58.6,04/28/2024
135,-15.81644,-73.968712,Colombian Rockcap Fern,17Rq9QQvCUFpjBTjLWrbSofRwzp5TQqSFX,53.11,05/27/2023
136,18.7853365,105.6418428,Trumpetflower,1xSGgV3GGP22TVd5fzgEbks7KjAqRV3Pr,88.33,04/13/2023
137,50.2334147,14.4107891,Carline Thistle,1LdYx2Pj6TkYM2ksZwfzRPxPmJ56xdTSsZ,66.81,12/02/2023
138,32.7737057,35.8852393,Polynesian 'ohe,1DPtEGfQAztMkZDp4AeEwPR2YTrBL63tN3,64.86,06/08/2023
139,9.3125556,42.1226825,Whipple Cholla,1NkP3nj71XgqAixafDzGn5cV13kCbG5b6K,91.02,08/08/2023
140,6.9960368,19.1850317,Cold Stigmidium Lichen,1F1o5N5ZQpwCsa96QndrX2uvmyrHaFkKok,52.77,10/13/2023
141,51.8971987,21.6149393,Common Globe Amaranth,1Mz1BSbckqPjyoT9giuugqxjfVZYdPNjwX,72.58,08/17/2023
142,8.71278,126.20806,Pygmy Racomitrium Moss,14dqFKs4oGrfsv2CqWYXqwfVVXMHYLcnEx,96.82,04/06/2023
143,31.264895,118.8322,Purpletop Tridens,1L5PSCr5LDatL8ymvE6daxRGJXa5gTM7p,89.7,09/11/2023
144,36.049805,-115.244096,Morocco Iris,15fszmXaeo1SfrQXMPLpPse5pZMeXWXCmj,66.47,09/28/2023
145,53.14292,22.98815,Roundleaf Bladderpod,19NMD3rPWnDcT63UnRLzSHjutkAFxWpnvF,72.57,06/25/2023
146,-8.1456159,112.6645602,Livingstone's Garcinia,133ZdnVGgyQype6Es2HASBWC17HQM9vN2K,79.54,04/26/2023
147,-45.8405005,-67.4686475,Simple Campion,1Aob5PC22c1SSD2kPUzEihMhonyi3aNPGh,94.75,04/29/2023
148,29.689847,121.28259,American Water Starwort,128jZ15vGondH8cdkXAorEp6jogag9FwB1,74.43,11/07/2023
149,14.5458392,121.0044883,Rajador,14qXJFJht9m8L924KgyFgRGHy16N9zdgUA,71.72,05/02/2023
150,32.770894,119.745363,California Stork's Bill,1DZ8nw8ZgB5kdWuzL2cMznugWzkSt1H8Cs,99.8,09/01/2023
151,14.5346437,121.0133007,Appalachia False Bindweed,133AqziM2mGUsAyjL8wEJ2TTfpK2JzfiXA,91.67,05/22/2023
152,40.8276499,140.4491245,Devil's Walkingstick,1N6evwNiunksnBuwEs3TQD76iqWtsQuDJV,69.81,04/14/2023
153,22.801624,113.525165,Rose Spirea,1CNCiRXojZ6f5LbRcWtuxdwmWznY1wk9ms,90.37,03/24/2024
154,59.3320898,18.0574901,Mediterranean Medick,1J3X7ranftTS8bviW27J5MvkTpecJy8TJn,95.42,05/23/2023
155,9.4362547,123.1893864,Purple Cushion Fleabane,1AZHtdi2t81KL6neX3XxiJQtDiqhmycWHG,51.16,04/01/2023
156,-23.1846822,30.0723009,Homalium,1LvUepZxCsnchi3ZS8G6UjNwP9rmAarTUk,75.52,06/21/2023
157,40.8021951,44.5395836,Rim Lichen,1Ax6Gj2GayMcwUm6T5C7YV7rkCdQoKe6kA,87.16,04/16/2023
158,39.2075584,-8.6259188,Round Copperleaf,1Pf3gQptggXqGzfqmCyYydjTubNRHPya8Y,88.81,04/02/2024
159,24.168957,102.405819,Largeflower Hawksbeard,13h7Qj4RwSRsPw3bHPwKVj9fbasK5FMexU,86.94,04/14/2023
160,1.4908115,33.7517723,Wideleaf Dicranum Moss,196RLuewvskjLtR92eRzYMEbVXiWNx7jeS,80.6,12/21/2023
161,-8.4388642,-77.3205965,Varigated Beard Lichen,1HEdvKjyZkwVY7fdGL22kYW1jZnzNeHAp5,55.1,01/08/2024
162,41.57365,120.4493879,Fern Flatsedge,17XvCVqgfPqXVtyCE5Adsg84svEhPzLQhC,67.49,05/07/2023
163,20.8795129,-76.2594981,Santa Cruz Cypress,1Ff4RHwFTwfxgJqdSHGZfWEFqP8d4TkP69,57.0,12/08/2023
164,42.1132871,-8.2574904,Florida Keys Sage,15kf9RvZWinD4WQtbhLXSQbWBgCpyQWjzm,90.47,07/06/2023
165,23.157289,113.273288,Pearly Everlasting,1846ACD1Rot77HkKbst87eqfGekpaAiHWh,51.7,03/10/2024
166,-32.9576242,-68.7400523,Pin-leaf Seepweed,16DccbAWTubkicf2GcPueknHpWnxqE3GHq,86.58,09/16/2023
167,37.892744,116.745762,Degener's Labordia,1JTXJfDMk99dBMQGCTjpfXU8DcRihEVw6R,87.66,12/23/2023
168,47.8313394,59.6188673,Arctic Wart Lichen,1MUDrr58uMr5qURENtaLCtFobAsjQ7zKim,60.35,04/14/2023
169,39.75,19.683333,Texas Stitchwort,1NuyuzyHnC97oUF7p9KtG4HRc4aoR4VuQW,71.85,12/29/2023
170,29.60128,121.859272,Mountain Papaya,17QvvRzMw2u8AEgM5nBDajPbpgF6S999QH,99.04,02/27/2024
171,35.4950957,138.7316925,Five Eyes,1FJXjbiuDza3xf6rium2Fv4ofUpLJyy9Yp,98.26,07/21/2023
172,46.6275321,16.2176399,Sierra Beardtongue,17TkrwEZ9AfWE58P1Dmx5pr6FeuMFpfYJm,89.37,09/13/2023
173,26.087511,107.924631,Map Lichen,1ArFh2HkvmzUQHg9RmeU74rg32VKoY6TuN,56.01,05/19/2023
174,50.5787435,35.7888187,Polycoccum Lichen,1ASseTNkNSLNoSDw8cp15CoWcj6CPNmgYK,66.7,12/02/2023
175,59.5043187,15.0421807,Carrizo Mountain Sandmat,16s9C5HYaejmSnj4e9uvzS9patXv3VeVNM,95.48,10/23/2023
176,58.3669548,45.5416034,Bruised Lichen,1BeXdi6ZFQz4sg6ey3Uv6DM6REyqT99uEs,79.61,04/20/2023
177,45.768045,15.947739,Pendantgrass,13gZSQtcyg4vZ2TXRaACL2XES7jxwniehu,84.36,03/24/2024
178,-8.3635208,123.0085415,Mokiak Milkvetch,1Gz4HSkaZ6oE2nAjntADCYNAMwUF177sez,88.66,09/23/2023
179,-23.8714093,-49.8024588,Large Bullwort,1GFPNHieBKrA3uYe57Vhw6FfjykQUETqMc,98.28,06/28/2023
180,32.3506936,-95.3018275,Muehlenberg's Nutrush,1AJEqH3sxkhcepNXVQ4Z3eMmcu4dpHei5Y,89.97,11/14/2023
181,37.2425649,111.8568586,Neolamarckia,115rhPeeusXjXhrcbr6jxsYmqakGkaifa9,51.46,10/15/2023
182,50.1601386,107.3956619,Perfoliate Baby's-breath,1Au9esGsp588zuaw34TvJhJ5jcLMnvMtcG,71.82,01/02/2024
183,29.036141,117.468731,Dwarf Coastweed,19GGZUx1AttinT6aJPyANVktnWofc2hrbh,54.79,08/12/2023
184,37.9909201,140.1660258,Saltmarsh Spikerush,153dJuWPA8NcKgjcSkgjkSdezN2sdVxctj,53.62,10/05/2023
185,8.5067807,124.759938,Prostrate Buckwheat,1FdSHKTBx22FUHEJuQWmSKrYvhwpAF9oD9,59.89,03/31/2024
186,7.4700828,80.0472702,Toano Milkvetch,1Kpy16fVNf8GSoXueytX4daXrWa1rchTF9,80.81,11/02/2023
187,16.06589,22.84308,Rosette Lichen,1LacBuJ4ng1x9NfSsZutpWUWi6Kg2GXvBZ,54.43,10/12/2023
188,10.9915855,119.5914817,Black Gram,16JwnYXW9dRzih6xBJKtZhi1E5tvSC9UGH,98.49,06/14/2023
189,15.6240255,120.3903545,Smallhead Pipewort,1EkSEEVMTQDko7NmVJXYoRgaDE1tAoUJRr,97.28,11/02/2023
190,34.4487934,135.349864,Bauhinia,1G78LLEtW2JD5D1vdywudJLiwuURAPQ9qE,74.17,01/23/2024
191,51.8851246,-0.4111111,Rocky Mountain Juniper,1E228AKL9XdWj9erkXEipbbCwKrHrxbB9c,74.66,05/22/2023
192,45.536587,19.150386,Twoleaf Senna,1BuYmgjTHrHMbtdwa3wT3KuXt61DK8BboZ,67.49,11/06/2023
193,51.549106,-9.268589,Buffelgrass,1Ljpe7F3s1uamb3fHc7kQwEs1mfZ1ce7KY,92.81,09/23/2023
194,-11.434693,-61.4566885,Pasture Knapweed,1E4WG3WzkBY87YXKFgm9pMWUkcne57AE6m,81.07,06/05/2023
195,36.200252,117.087614,Scribbly Gum,1678ctyaVvKfKNYS2TBELA4T4QWCBEyY55,51.07,01/06/2024
196,59.9173309,10.8180311,Clokey's Cryptantha,1AQMQER4m8w777o3S66522TA9MChzd7uUA,60.99,06/30/2023
197,48.2787299,7.4592542,Sandhills Lily,1QAjcM2Lz43ZPDejbVP1zxziqCRVuMwQEx,90.43,12/11/2023
198,-8.8795811,121.656829,Alkali Wildrye,1P4j87pPEtgCm9LZW152qEc8AeAVro4RfD,99.76,05/31/2023
199,-4.7407988,55.5081012,Cracked Lichen,1KXwgkyW1KnyFtq77S9B4UR5bqYWPBBGC6,98.89,10/24/2023
200,-3.0412633,119.1158017,Ornduff's Goldfields,15z1W9gigqyeJgq4EMEF6GygA9uL7GDQeo,53.43,04/26/2024
201,8.955271,126.009711,Umbrella-tree,14P2if2etLA4FxpgocFyUYH2HbcMyyffHW,69.79,02/02/2024
202,36.776357,119.98842,Roadside Bittercress,1EecdHQyzyd5u2QnzwFKP8yaRsVx423e21,59.85,04/04/2024
203,7.0503742,38.4955043,Sulphur Buttercup,1GUBXZmh4VkKSf4Yrv16quJ16GWV2hKKi2,73.07,11/23/2023
204,27.356747,110.944708,Crispleaf Buckwheat,14siuBWVtNgLEDwiJAwT7F2pXXAAQjhfVc,89.94,01/16/2024
205,18.6796993,98.6380598,Sphagnum,18NCvHunBdBG15wcCXFos9qaeikiWeaJq6,56.86,12/21/2023
